Au(110),,Au(111),,Au(100),
E(V vs. RHE),j (mA/cm2),E(V vs. RHE),j (mA/cm2),E(V vs. RHE),j (mA/cm2)
0.57236,0.63954,0.62512,0.03411,0.72014,0.01458
0.57337,0.64267,0.62615,0.03418,0.72112,0.01456
0.57439,0.64558,0.62716,0.03422,0.7221,0.01453
0.57538,0.65207,0.62815,0.03429,0.72313,0.01451
0.57636,0.65635,0.62914,0.03437,0.72411,0.01449
0.57738,0.65928,0.63014,0.03441,0.7251,0.01449
0.57836,0.663,0.63116,0.03446,0.72609,0.01446
0.57936,0.66924,0.63214,0.03466,0.7271,0.01446
0.58035,0.67311,0.63316,0.0346,0.7281,0.01443
0.58136,0.67567,0.63415,0.03467,0.72912,0.01445
0.58236,0.68181,0.63517,0.03471,0.73011,0.01443
0.58336,0.68693,0.63617,0.03475,0.73111,0.01441
0.58438,0.69005,0.63717,0.03481,0.73209,0.01437
0.58539,0.69352,0.63815,0.03487,0.73313,0.01438
0.58636,0.69985,0.63914,0.03491,0.73409,0.01434
0.58737,0.70406,0.64015,0.03495,0.7351,0.01433
0.58837,0.70623,0.64116,0.03498,0.73611,0.01436
0.58935,0.71098,0.64216,0.03506,0.73712,0.01437
0.59038,0.71722,0.64313,0.03509,0.73811,0.01429
0.59138,0.7199,0.64415,0.03512,0.7391,0.01428
0.59238,0.72247,0.64516,0.03516,0.74009,0.01432
0.59337,0.72915,0.64615,0.03524,0.74109,0.01427
0.59438,0.73344,0.64716,0.03526,0.7421,0.0143
0.59539,0.73565,0.64815,0.03529,0.7431,0.0143
0.59638,0.73933,0.64914,0.03533,0.74411,0.0143
0.59738,0.74601,0.65014,0.03539,0.7451,0.01427
0.59839,0.74936,0.65116,0.03541,0.7461,0.01426
0.59937,0.75101,0.65216,0.03545,0.74711,0.01427
0.60039,0.75714,0.65313,0.0355,0.7481,0.01431
0.60139,0.76185,0.65416,0.03551,0.74911,0.01428
0.60239,0.76412,0.65515,0.03557,0.75009,0.01425
0.60338,0.76703,0.65617,0.03558,0.75109,0.01428
0.60439,0.77326,0.65715,0.03561,0.75209,0.01427
0.60539,0.77653,0.65815,0.03565,0.7531,0.01425
0.6064,0.77837,0.65915,0.03585,0.75409,0.01425
0.60738,0.78256,0.66014,0.03572,0.7551,0.01427
0.60836,0.78859,0.66115,0.03576,0.75609,0.01427
0.60938,0.79072,0.66214,0.03578,0.75709,0.01425
0.61039,0.79229,0.66315,0.03583,0.75809,0.01428
0.61137,0.79804,0.66414,0.03584,0.75908,0.01435
0.61236,0.80238,0.66513,0.03587,0.76008,0.01428
0.61337,0.80352,0.66613,0.03589,0.7611,0.01431
0.61438,0.80633,0.66716,0.03593,0.76209,0.0144
0.61537,0.81268,0.66811,0.03594,0.76309,0.01438
0.61639,0.81477,0.66915,0.03596,0.76409,0.01444
0.61738,0.81589,0.67013,0.03598,0.76509,0.01448
0.61841,0.8203,0.67115,0.03605,0.76607,0.01454
0.61937,0.82516,0.67215,0.03605,0.76709,0.01465
0.62036,0.82577,0.67313,0.03605,0.76809,0.01479
0.62137,0.82732,0.67414,0.03608,0.76909,0.0149
0.62238,0.83252,0.67516,0.03612,0.77011,0.01505
0.62337,0.83591,0.67614,0.03613,0.77108,0.01525
0.62437,0.83563,0.67714,0.03613,0.77208,0.01552
0.62538,0.8389,0.67816,0.03617,0.77307,0.01578
0.62639,0.84374,0.67914,0.03619,0.77409,0.01614
0.62738,0.84411,0.68015,0.03622,0.77507,0.01645
0.62838,0.84518,0.68115,0.0362,0.77607,0.01727
0.62937,0.84907,0.68215,0.03625,0.77709,0.01742
0.63038,0.85227,0.68316,0.03623,0.77809,0.01776
0.63137,0.85198,0.68416,0.0363,0.77909,0.01854
0.63237,0.85331,0.68517,0.03628,0.78008,0.01874
0.63335,0.85846,0.68617,0.03631,0.78108,0.01911
0.63438,0.85845,0.68714,0.03629,0.78208,0.01939
0.63537,0.85803,0.68815,0.03637,0.78309,0.01998
0.63636,0.8614,0.68914,0.03634,0.78409,0.02001
0.63737,0.86343,0.69014,0.03637,0.78508,0.02013
0.63835,0.86311,0.69115,0.03637,0.78608,0.02033
0.63936,0.86304,0.69211,0.0364,0.78708,0.02062
0.64036,0.86755,0.69313,0.03642,0.7881,0.0212
0.64135,0.86785,0.69413,0.03642,0.78909,0.02137
0.64237,0.86694,0.69513,0.03645,0.79009,0.02177
0.64336,0.86806,0.69615,0.03647,0.79111,0.0227
0.64436,0.87093,0.69714,0.0365,0.79211,0.02306
0.64539,0.87002,0.69813,0.03646,0.79309,0.02403
0.64637,0.86766,0.69914,0.03652,0.79409,0.02453
0.64737,0.8711,0.70015,0.0365,0.79511,0.0257
0.64838,0.87159,0.70115,0.03654,0.79608,0.0263
0.64936,0.86967,0.70215,0.03655,0.79711,0.02711
0.65036,0.86873,0.70312,0.03656,0.79807,0.02798
0.65137,0.87053,0.70416,0.03658,0.79909,0.02872
0.65237,0.87056,0.70516,0.03659,0.8001,0.02956
0.65338,0.86689,0.70614,0.03658,0.8011,0.03002
0.6544,0.86888,0.70712,0.03661,0.8021,0.03086
0.65538,0.86901,0.70814,0.03661,0.80308,0.03116
0.65639,0.86686,0.70915,0.03666,0.8041,0.03136
0.65738,0.86501,0.71012,0.03663,0.8051,0.03146
0.65837,0.86556,0.71112,0.03664,0.80613,0.03143
0.65937,0.86501,0.71214,0.03668,0.8071,0.03098
0.66036,0.8604,0.71313,0.03695,0.80809,0.03031
0.66138,0.86082,0.71414,0.03672,0.80911,0.02898
0.66237,0.86093,0.71514,0.03675,0.81009,0.02742
0.66339,0.85705,0.71613,0.03676,0.8111,0.02513
0.66439,0.85496,0.71714,0.03681,0.81211,0.02317
0.66537,0.85518,0.71813,0.03679,0.81311,0.02135
0.66635,0.85318,0.71914,0.03678,0.81411,0.01876
0.66737,0.84924,0.72014,0.03683,0.81511,0.01679
0.66837,0.84842,0.72112,0.03681,0.81611,0.01602
0.66937,0.8476,0.72214,0.0369,0.81712,0.01442
0.67037,0.84369,0.72313,0.03686,0.8181,0.01417
0.67138,0.84035,0.72414,0.03688,0.81911,0.01378
0.67236,0.83965,0.72514,0.03691,0.82008,0.01344
0.67339,0.8378,0.72614,0.03693,0.82109,0.01321
0.6744,0.83337,0.72715,0.03693,0.82209,0.013
0.67539,0.82997,0.72813,0.03698,0.82308,0.01287
0.67638,0.83005,0.72913,0.03695,0.82408,0.01279
0.67741,0.82616,0.73014,0.03702,0.82507,0.01267
0.6784,0.8215,0.73112,0.03702,0.82609,0.01253
0.67938,0.82014,0.73214,0.03703,0.82708,0.01253
0.68038,0.81852,0.73313,0.03706,0.82807,0.0125
0.68138,0.8136,0.73414,0.03711,0.82908,0.01242
0.68238,0.80996,0.73515,0.03711,0.83007,0.01236
0.68339,0.80982,0.73614,0.03712,0.83109,0.01235
0.68439,0.80528,0.73713,0.03715,0.83208,0.01196
0.68538,0.8012,0.73814,0.03718,0.83309,0.01193
0.68639,0.79809,0.73913,0.03722,0.83409,0.01256
0.68737,0.79672,0.74015,0.03719,0.83509,0.01223
0.68839,0.79178,0.74114,0.03728,0.83608,0.01218
0.68938,0.78722,0.74215,0.03728,0.83707,0.01212
0.69038,0.78677,0.74316,0.0373,0.83808,0.01215
0.69136,0.78239,0.74416,0.03732,0.83907,0.01214
0.69237,0.77819,0.74514,0.03735,0.84008,0.01206
0.69338,0.77482,0.74613,0.03735,0.8411,0.01205
0.69439,0.77329,0.74716,0.03745,0.84209,0.01201
0.69538,0.76889,0.74814,0.03744,0.84308,0.01202
0.69638,0.76434,0.74915,0.03748,0.84407,0.01195
0.69737,0.76229,0.75015,0.0375,0.84508,0.01201
0.69838,0.75959,0.75114,0.03755,0.84608,0.01193
0.69938,0.75484,0.75215,0.03755,0.84708,0.01191
0.70037,0.75131,0.75315,0.0376,0.84809,0.01189
0.70136,0.7494,0.75416,0.03765,0.84907,0.01185
0.70237,0.74544,0.75515,0.03766,0.85008,0.0119
0.70338,0.74034,0.75614,0.0377,0.8511,0.01187
0.70437,0.73837,0.75715,0.03771,0.85208,0.01183
0.70538,0.73586,0.75814,0.03775,0.85309,0.01181
0.70638,0.73099,0.75914,0.03788,0.85409,0.0118
0.70737,0.7271,0.76014,0.03805,0.85507,0.01172
0.70837,0.72584,0.76114,0.03789,0.85607,0.01176
0.70937,0.72231,0.76214,0.03797,0.85708,0.01173
0.71036,0.71723,0.76314,0.03799,0.85809,0.01177
0.71136,0.71507,0.76412,0.03807,0.85908,0.01171
0.71239,0.71275,0.76512,0.03808,0.8601,0.01166
0.71336,0.70805,0.76613,0.03815,0.86109,0.01168
0.71437,0.70421,0.76714,0.03821,0.86207,0.01165
0.71538,0.70236,0.76813,0.03828,0.86308,0.01162
0.71637,0.69936,0.76913,0.03827,0.86407,0.01164
0.71738,0.69461,0.77013,0.03839,0.8651,0.01165
0.71836,0.69112,0.77113,0.03841,0.86608,0.0116
0.71935,0.69008,0.77212,0.03854,0.86707,0.01155
0.72035,0.686,0.77314,0.03858,0.86809,0.01159
0.72138,0.68148,0.77416,0.03867,0.86908,0.01154
0.72236,0.68005,0.77513,0.03871,0.87008,0.01148
0.72335,0.67731,0.77613,0.03886,0.87108,0.01149
0.72437,0.6734,0.77712,0.03892,0.87209,0.01148
0.72537,0.66954,0.77813,0.03903,0.87308,0.01149
0.72636,0.66748,0.77914,0.03955,0.8741,0.01141
0.72736,0.66536,0.78014,0.03938,0.87508,0.01141
0.72837,0.66037,0.78111,0.03944,0.87609,0.01142
0.72937,0.65764,0.78212,0.03956,0.87708,0.0114
0.73036,0.65677,0.78313,0.03973,0.87805,0.01138
0.73136,0.65198,0.78412,0.03991,0.87906,0.01136
0.73236,0.64909,0.78513,0.04011,0.88004,0.01133
0.73334,0.64626,0.78614,0.04022,0.88106,0.01131
0.73435,0.64485,0.78713,0.04086,0.88204,0.01129
0.73536,0.64047,0.78813,0.04082,0.88307,0.01131
0.73634,0.63751,0.78914,0.04108,0.88406,0.01127
0.73736,0.63625,0.79012,0.04127,0.88504,0.01123
0.73836,0.63261,0.79113,0.04152,0.88605,0.01123
0.73934,0.62956,0.79213,0.04204,0.88705,0.01124
0.74036,0.62652,0.79315,0.04245,0.88805,0.01118
0.74137,0.62545,0.79413,0.04248,0.88905,0.01119
0.74234,0.62172,0.79514,0.0428,0.89007,0.01118
0.74336,0.61799,0.79614,0.04303,0.89106,0.01115
0.74435,0.61652,0.79712,0.04373,0.89206,0.0111
0.74537,0.61415,0.79813,0.04372,0.89305,0.01112
0.74635,0.6105,0.79914,0.04388,0.89404,0.01112
0.74734,0.60823,0.80016,0.04407,0.89506,0.01105
0.74835,0.60647,0.80114,0.04424,0.89608,0.01106
0.74936,0.60351,0.80217,0.04435,0.89705,0.01104
0.75035,0.60007,0.80315,0.04446,0.89805,0.01099
0.75135,0.59862,0.80415,0.04458,0.89906,0.011
0.75234,0.59646,0.80515,0.04524,0.90006,0.01094
0.75335,0.59303,0.80614,0.04506,0.90105,0.01098
0.75434,0.59005,0.80714,0.04505,0.90206,0.01099
0.75535,0.58916,0.80813,0.04522,0.90305,0.01089
0.75636,0.58634,0.80911,0.04537,0.90406,0.01094
0.75734,0.5826,0.81011,0.04556,0.90505,0.0109
0.75835,0.58116,0.81113,0.0456,0.90606,0.01092
0.75938,0.57948,0.81213,0.0458,0.90705,0.01084
0.76036,0.57646,0.81311,0.04601,0.90806,0.01086
0.76136,0.57362,0.81412,0.0466,0.90905,0.01088
0.76236,0.57233,0.81512,0.04642,0.91006,0.01084
0.76334,0.57012,0.81613,0.04661,0.91105,0.01008
0.76436,0.56664,0.81711,0.04675,0.91205,0.01108
0.76534,0.56468,0.81812,0.04702,0.91306,0.01079
0.76636,0.56386,0.8191,0.047,0.91405,0.01075
0.76736,0.56036,0.8201,0.04699,0.91506,0.01073
0.76835,0.55793,0.8211,0.04679,0.91604,0.01074
0.76937,0.55653,0.82212,0.04665,0.91704,0.01074
0.77036,0.55437,0.82311,0.04633,0.91806,0.01067
0.77136,0.55157,0.82413,0.04613,0.91907,0.01066
0.77236,0.54924,0.82514,0.04595,0.92006,0.01065
0.77335,0.54847,0.82612,0.04579,0.92105,0.01064
0.77435,0.54553,0.82712,0.04564,0.92205,0.01057
0.77535,0.54331,0.82814,0.04546,0.92307,0.01058
0.77637,0.54134,0.82914,0.04527,0.92405,0.01056
0.77737,0.54024,0.83013,0.04521,0.92507,0.01052
0.77835,0.53728,0.83115,0.04507,0.92608,0.0105
0.77935,0.53461,0.83212,0.04479,0.92707,0.01049
0.78035,0.53414,0.83311,0.04475,0.92805,0.01045
0.78134,0.53138,0.83413,0.04458,0.92907,0.01041
0.78237,0.52882,0.83512,0.04373,0.93004,0.01041
0.78334,0.52732,0.83613,0.04399,0.93106,0.01041
0.78432,0.5257,0.83714,0.0441,0.93206,0.01037
0.78535,0.52352,0.83813,0.04403,0.93305,0.01033
0.78634,0.52109,0.83914,0.04402,0.93405,0.01032
0.78733,0.52012,0.84014,0.04381,0.93506,0.01031
0.78835,0.51814,0.84115,0.04374,0.93605,0.01028
0.78934,0.51544,0.84214,0.04357,0.93704,0.01027
0.79035,0.51396,0.84313,0.04348,0.93803,0.01023
0.79135,0.51261,0.84413,0.04316,0.93905,0.01026
0.79236,0.51029,0.84514,0.04295,0.94006,0.01019
0.79335,0.50825,0.84612,0.0427,0.94105,0.01019
0.79436,0.50649,0.84714,0.04245,0.94207,0.01015
0.79534,0.50548,0.84812,0.04208,0.94306,0.01012
0.79635,0.50289,0.84912,0.04105,0.94406,0.01008
0.79736,0.50101,0.85013,0.04067,0.94508,0.01008
0.79838,0.49979,0.85115,0.04059,0.94605,0.01006
0.79937,0.49851,0.85214,0.04016,0.94706,0.01009
0.80037,0.4954,0.85312,0.03968,0.94807,0.01003
0.80137,0.49451,0.85414,0.0393,0.94908,0.00998
0.80236,0.49294,0.85514,0.03882,0.95006,0.00999
0.80337,0.49088,0.85612,0.03744,0.95104,0.00994
0.80437,0.48929,0.85714,0.03774,0.95204,0.00993
0.80538,0.48714,0.85814,0.03754,0.95304,0.00992
0.80636,0.48675,0.85913,0.03714,0.95403,0.00989
0.80735,0.48402,0.86011,0.03682,0.95505,0.0099
0.80836,0.48228,0.86113,0.03645,0.95604,0.00984
0.80936,0.48192,0.86212,0.03608,0.95704,0.00983
0.81036,0.47914,0.86311,0.0352,0.95803,0.00983
0.81136,0.47771,0.86412,0.03508,0.95904,0.00978
0.81238,0.47594,0.86512,0.03519,0.96004,0.00978
0.81335,0.47517,0.86612,0.035,0.96105,0.00979
0.81437,0.47301,0.86715,0.03477,0.96205,0.00974
0.81537,0.47064,0.86814,0.03467,0.96305,0.00972
0.81637,0.47055,0.86911,0.03449,0.96405,0.00967
0.81735,0.46866,0.87014,0.03429,0.96503,0.0097
0.81837,0.46672,0.87113,0.03413,0.96603,0.00968
0.81937,0.46506,0.87213,0.03403,0.96703,0.00967
0.82036,0.46401,0.87311,0.03392,0.96803,0.00964
0.82136,0.46285,0.87413,0.03375,0.96902,0.00965
0.82233,0.46016,0.87513,0.03363,0.97003,0.0096
0.82336,0.45924,0.87613,0.03355,0.97105,0.0096
0.82436,0.45867,0.87714,0.03347,0.97205,0.00953
0.82537,0.45623,0.87812,0.03333,0.97305,0.00956
0.82638,0.45456,0.87914,0.03321,0.97403,0.00951
0.82737,0.45364,0.88014,0.03307,0.97502,0.0095
0.82835,0.45264,0.88113,0.03306,0.97602,0.00952
0.82936,0.45028,0.88214,0.03291,0.97704,0.00945
0.83035,0.44897,0.88314,0.03281,0.97802,0.00944
0.83135,0.44815,0.88413,0.03195,0.97903,0.00945
0.83235,0.44656,0.88514,0.03228,0.98002,0.00941
0.83335,0.44449,0.88614,0.03245,0.98102,0.0094
0.83435,0.44357,0.88712,0.0324,0.98202,0.00937
0.83537,0.44284,0.88811,0.03232,0.98302,0.00935
0.83635,0.44058,0.88912,0.03232,0.98401,0.00937
0.83736,0.43915,0.89013,0.03216,0.98501,0.00933
0.83835,0.43868,0.89114,0.03207,0.98601,0.00931
0.83936,0.43688,0.89216,0.03198,0.98702,0.00932
0.84035,0.43519,0.89312,0.03197,0.98804,0.00927
0.84135,0.43402,0.89413,0.03181,0.98902,0.00926
0.84238,0.43331,0.89513,0.03174,0.99081,0.00944
0.84336,0.43134,0.89614,0.03168,0.99255,0.00932
0.84437,0.42975,0.89712,0.0316,0.99355,0.00919
0.84536,0.42941,0.89813,0.03155,0.99453,0.00918
0.84636,0.42748,0.89913,0.03144,0.99554,0.00913
0.84736,0.42616,0.90013,0.0314,0.99653,0.00914
0.84837,0.4247,0.90112,0.03133,0.99753,0.00909
0.84935,0.42428,0.90213,0.03133,0.99854,0.0091
0.85036,0.42242,0.90312,0.03119,0.99954,0.0091
0.85135,0.42105,0.90413,0.03111,1.00054,0.00903
0.85236,0.42016,0.90514,0.03109,1.00154,0.00906
0.85339,0.41911,0.90614,0.03106,1.00255,0.00903
0.85435,0.41739,0.90714,0.0309,1.00352,0.00898
0.85535,0.41611,0.90812,0.03082,1.00453,0.00904
0.85635,0.41538,0.90914,0.03078,1.00553,0.00896
0.85736,0.41411,0.91013,0.03072,1.00655,0.00897
0.85834,0.41225,0.91115,0.03061,1.00753,0.00895
0.85935,0.41141,0.91211,0.03055,1.00855,0.0089
0.86036,0.41089,0.91314,0.03049,1.00953,0.00893
0.86137,0.40888,0.91412,0.03045,1.01052,0.00891
0.86235,0.4077,0.91514,0.03034,1.01156,0.00823
0.86337,0.40719,0.91611,0.03025,1.01254,0.00927
0.86435,0.40578,0.91712,0.03021,1.01354,0.00878
0.86536,0.40442,0.91811,0.03016,1.01453,0.00879
0.86636,0.40302,0.91913,0.03011,1.01554,0.00881
0.86737,0.40255,0.92013,0.03002,1.01654,0.00881
0.86839,0.4013,0.92114,0.03,1.01755,0.00881
0.86938,0.39938,0.92214,0.02986,1.01854,0.00879
0.87037,0.3988,0.92312,0.02991,1.01953,0.0088
0.87136,0.39822,0.92413,0.02971,1.02055,0.00879
0.87235,0.39637,0.92513,0.02973,1.02154,0.00876
0.87336,0.39527,0.92613,0.0297,1.02254,0.00875
0.87436,0.39469,0.9271,0.02877,1.02354,0.00874
0.87537,0.39376,0.92812,0.02919,1.02454,0.00872
0.87636,0.39175,0.92913,0.0294,1.02554,0.00871
0.87738,0.39113,0.93013,0.02937,1.02655,0.00864
0.87836,0.39067,0.93113,0.02936,1.02754,0.00867
0.87939,0.38875,0.93212,0.02919,1.02854,0.00866
0.88038,0.38788,0.93311,0.02916,1.02956,0.00859
0.88139,0.3871,0.93412,0.02914,1.03054,0.0086
0.88238,0.38596,0.93514,0.02909,1.03153,0.00861
0.88337,0.38486,0.93612,0.02901,1.03253,0.00856
0.88439,0.38329,0.93711,0.02892,1.03351,0.00858
0.88538,0.38312,0.93811,0.02888,1.03452,0.00853
0.88638,0.38211,0.93912,0.02884,1.03552,0.00855
0.88739,0.38056,0.94013,0.02879,1.03652,0.0085
0.88837,0.37951,0.94113,0.0287,1.03753,0.00849
0.88937,0.37924,0.94213,0.02861,1.03852,0.00851
0.89035,0.37782,0.94313,0.02863,1.03953,0.00846
0.89136,0.37625,0.94413,0.02853,1.04052,0.00842
0.89235,0.37605,0.94513,0.02839,1.04153,0.00845
0.89338,0.37515,0.94613,0.02836,1.04251,0.00843
0.89437,0.37345,0.94712,0.02832,1.04351,0.00842
0.89538,0.37268,0.94813,0.02832,1.04451,0.00837
0.89637,0.37236,0.94914,0.02815,1.04553,0.0084
0.89737,0.37104,0.95013,0.02816,1.04652,0.00839
0.89836,0.36934,0.95115,0.02806,1.04754,0.00834
0.89938,0.36918,0.95213,0.02806,1.04851,0.00831
0.90037,0.36845,0.95315,0.02798,1.04952,0.00833
0.90135,0.36681,0.95414,0.02789,1.05052,0.0083
0.90235,0.36592,0.95514,0.0278,1.05152,0.00828
0.90337,0.36572,0.95614,0.02781,1.05253,0.0083
0.90436,0.36461,0.95714,0.02773,1.05351,0.00826
0.90536,0.36274,0.95813,0.02762,1.05454,0.00824
0.90635,0.36255,0.95915,0.02757,1.05551,0.00823
0.90735,0.36202,0.96014,0.02757,1.05653,0.00822
0.90834,0.36025,0.96113,0.02751,1.05754,0.00819
0.90937,0.35958,0.96213,0.02738,1.05854,0.00819
0.91038,0.35898,0.96311,0.02734,1.05951,0.00815
0.91138,0.3583,0.96413,0.02733,1.06053,0.00818
0.91236,0.35639,0.96513,0.02728,1.06152,0.00813
0.91335,0.35618,0.96612,0.02718,1.06254,0.00814
0.91437,0.35563,0.96712,0.02715,1.06352,0.00811
0.91536,0.35425,0.9681,0.02707,1.06452,0.00811
0.91636,0.35322,0.96911,0.02701,1.06553,0.00811
0.91734,0.35275,0.97013,0.02692,1.06652,0.00807
0.91836,0.3521,0.97112,0.02685,1.06751,0.00806
0.91935,0.35045,0.97211,0.02683,1.06852,0.00809
0.92036,0.34979,0.97311,0.02679,1.06954,0.00805
0.92136,0.34957,0.9741,0.02671,1.07052,0.00805
0.92235,0.34838,0.97511,0.02666,1.07152,0.00803
0.92336,0.34693,0.97611,0.02655,1.07251,0.008
0.92437,0.34659,0.97713,0.02653,1.07353,0.00799
0.92537,0.34606,0.97811,0.02535,1.07451,0.00797
0.92637,0.34489,0.97912,0.02627,1.07551,0.00799
0.92737,0.34346,0.98014,0.02628,1.07651,0.00797
0.92837,0.34362,0.98113,0.02627,1.0775,0.00793
0.92938,0.34261,0.98213,0.02618,1.0785,0.00791
0.93037,0.34147,0.98312,0.02609,1.07952,0.00794
0.93137,0.34032,0.98412,0.02605,1.08051,0.00788
0.93235,0.34036,0.98512,0.02603,1.0815,0.00788
0.93335,0.33918,0.98612,0.02592,1.08249,0.00788
0.93437,0.3382,0.98712,0.02585,1.0835,0.00783
0.93539,0.33755,0.98813,0.02581,1.08452,0.00786
0.93636,0.33706,0.98911,0.02572,1.08551,0.00783
0.93733,0.33539,0.99012,0.02572,1.08651,0.00783
0.93838,0.33495,0.99114,0.02561,1.08749,0.0078
0.93937,0.3347,0.99212,0.02553,1.0885,0.00779
0.94038,0.33371,0.99313,0.0255,1.0895,0.00783
0.94138,0.33221,0.99412,0.02546,1.0905,0.00779
0.94237,0.33204,0.99511,0.02535,1.09151,0.00778
0.94336,0.33159,0.99611,0.02535,1.09251,0.00776
0.94437,0.33048,0.99712,0.02523,1.09351,0.00774
0.94537,0.32923,0.99812,0.02523,1.0945,0.00775
0.94638,0.32908,0.99912,0.0251,1.09551,0.00772
0.94736,0.32838,1.0001,0.02506,1.09651,0.00769
0.94835,0.32722,1.0011,0.02498,1.0975,0.0077
0.94935,0.32662,1.00211,0.02497,1.09849,0.00768
0.95035,0.32595,1.00312,0.02488,1.09949,0.00768
0.95137,0.32504,1.00412,0.0248,1.10048,0.00766
0.95237,0.32423,1.00511,0.0248,1.1015,0.00767
0.95335,0.32384,1.00609,0.02473,1.10251,0.00765
0.95437,0.32315,1.00712,0.02465,1.10351,0.00764
0.95535,0.32188,1.00812,0.02458,1.1045,0.00761
0.95635,0.3214,1.00912,0.02451,1.1055,0.00763
0.95733,0.32117,1.0101,0.02445,1.10651,0.00758
0.95835,0.32004,1.01111,0.02441,1.10748,0.00759
0.95935,0.31878,1.01211,0.02432,1.1085,0.00761
0.96037,0.31873,1.0131,0.02426,1.1095,0.00759
0.96138,0.31815,1.01409,0.02417,1.1105,0.00756
0.96238,0.31711,1.0151,0.02418,1.11149,0.00755
0.96335,0.3158,1.0161,0.02405,1.11247,0.00755
0.96437,0.31637,1.01711,0.02401,1.11348,0.00754
0.96534,0.3151,1.0181,0.02393,1.11448,0.00753
0.96637,0.31394,1.0191,0.02392,1.11548,0.0075
0.96738,0.31356,1.02009,0.02384,1.11648,0.0075
0.96835,0.31338,1.02108,0.0238,1.11748,0.00749
0.96933,0.3123,1.02208,0.0237,1.11849,0.00748
0.97036,0.31093,1.02309,0.02367,1.11947,0.00748
0.97137,0.31114,1.02409,0.02361,1.1205,0.00749
0.97237,0.3104,1.0251,0.02354,1.12147,0.00687
0.97335,0.3094,1.02609,0.02347,1.12251,0.00781
0.97435,0.30871,1.02709,0.02288,1.1235,0.00742
0.97535,0.30855,1.02809,0.023,1.1245,0.00744
0.97636,0.30712,1.0291,0.02365,1.1255,0.00741
0.97737,0.30664,1.03009,0.02334,1.12649,0.00741
0.97836,0.30625,1.03107,0.02317,1.1275,0.00741
0.97934,0.30578,1.03211,0.02316,1.12852,0.00739
0.98037,0.3044,1.0331,0.02304,1.12951,0.00738
0.98137,0.30397,1.03412,0.02295,1.13051,0.00736
0.98236,0.30386,1.0351,0.02295,1.13149,0.00737
0.98336,0.30303,1.0361,0.02284,1.1325,0.00736
0.98435,0.30211,1.0371,0.0228,1.1335,0.00733
0.98534,0.30118,1.03811,0.02272,1.13448,0.00737
0.98636,0.30126,1.03909,0.02268,1.13549,0.00731
0.98736,0.30027,1.04008,0.02266,1.13647,0.00733
0.98835,0.29951,1.04111,0.02253,1.1375,0.00732
0.98934,0.29918,1.0421,0.02248,1.13848,0.0073
0.99035,0.29856,1.0431,0.02242,1.13949,0.00727
0.99135,0.29742,1.04407,0.02239,1.14051,0.0073
0.99233,0.29692,1.04509,0.02233,1.14149,0.00726
0.99336,0.29693,1.04609,0.02222,1.14248,0.00728
0.99434,0.29594,1.04709,0.02219,1.14349,0.00724
0.99534,0.2947,1.04809,0.02212,1.14449,0.00723
0.99635,0.29462,1.04909,0.02209,1.14548,0.00727
0.99734,0.29432,1.05009,0.02199,1.14648,0.00727
0.99833,0.29335,1.05108,0.02198,1.14749,0.0072
0.99934,0.29253,1.0521,0.02111,1.14848,0.00725
1.00035,0.29249,1.05308,0.02179,1.14948,0.00722
1.00136,0.29134,1.0541,0.02204,1.15047,0.00721
1.00235,0.29072,1.05508,0.02172,1.15147,0.00719
1.00334,0.29025,1.05609,0.02167,1.15246,0.0072
1.00435,0.29015,1.05709,0.02163,1.15347,0.00719
1.00534,0.28916,1.05809,0.02152,1.15449,0.00717
1.00634,0.28783,1.05908,0.02143,1.15549,0.00718
1.00733,0.28815,1.0601,0.02142,1.15646,0.00716
1.00833,0.28755,1.06109,0.02136,1.15746,0.00717
1.00935,0.28666,1.06209,0.02132,1.15849,0.00715
1.01035,0.286,1.06309,0.02122,1.15947,0.00715
1.01134,0.28586,1.06406,0.02115,1.16048,0.00716
1.01237,0.28481,1.06509,0.02114,1.16147,0.00714
1.01333,0.28415,1.06609,0.02108,1.1625,0.00714
1.01433,0.28388,1.06709,0.02098,1.16348,0.00711
1.01536,0.28366,1.06807,0.02095,1.16449,0.00712
1.01637,0.28261,1.06906,0.02086,1.16549,0.0071
1.01735,0.28152,1.07006,0.02088,1.16647,0.00709
1.01836,0.282,1.07106,0.02074,1.16748,0.00709
1.01935,0.28116,1.07208,0.02072,1.16848,0.0071
1.02034,0.28009,1.07307,0.02065,1.16949,0.00708
1.02134,0.27957,1.07408,0.02066,1.1705,0.00709
1.02235,0.27961,1.07506,0.01993,1.17148,0.0071
1.02335,0.27887,1.07607,0.02065,1.17251,0.00708
1.02434,0.27785,1.07708,0.02047,1.17349,0.00705
1.02537,0.27789,1.07809,0.02043,1.17447,0.00706
1.02635,0.27716,1.07906,0.02029,1.17547,0.00704
1.02735,0.27619,1.08006,0.02026,1.17649,0.00706
1.02835,0.27582,1.08108,0.02019,1.17749,0.00708
1.02935,0.27572,1.08208,0.02015,1.17847,0.00703
1.03035,0.27493,1.08307,0.0201,1.17948,0.00705
1.03136,0.27423,1.08406,0.02003,1.18046,0.00704
1.03233,0.27344,1.08506,0.01997,1.18147,0.00704
1.03334,0.27366,1.08605,0.01993,1.1825,0.00704
1.03436,0.27268,1.08706,0.01989,1.18349,0.00704
1.03535,0.27157,1.08807,0.01981,1.18451,0.007
