Ar,sat,pCO2(atm),0.1,pCO2(atm),0.2,pCO2(atm),0.3,pCO2(atm),0.5,pCO2(atm),0.6,pCO2(atm),1
pH,9.3,pH,7.76,pH,7.41,pH,7.29,pH,7.08,pH,7,pH,6.81
E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2),E(V vs. SHE),j (mA/cm2)
,,,,,,,,,,,,0.366,0.87402
,,,,,,,,,,,,0.367,0.87
,,,,,,,,,,,,0.368,0.86554
,,,,,,,,,,,,0.36899,0.86296
,,,,,,,,,,,,0.37001,0.86044
,,,,,,,,,,,,0.37101,0.85502
,,,,,,,,,,,,0.37201,0.85093
,,,,,,,,,,,,0.37301,0.84724
,,,,,,,,,,,,0.374,0.84187
,,,,,,,,,,,,0.37501,0.83766
,,,,,,,,,,,,0.37599,0.83426
,,,,,,,,,,,,0.377,0.83029
,,,,,,,,,,,,0.37802,0.82526
,,,,,,,,,,,,0.379,0.82273
,,,,,,,,,,,,0.37998,0.81954
,,,,,,,,,,,,0.381,0.8149
,,,,,,,,,,,,0.38199,0.81122
,,,,,,,,,,,,0.383,0.80805
,,,,,,,,,,,,0.38398,0.80327
,,,,,,,,,,,,0.38498,0.79929
,,,,,,,,,,,,0.38597,0.79572
,,,,,,,,,,,,0.38699,0.79239
,,,,,,,,,,,,0.38799,0.78648
,,,,,,,,,,,,0.38898,0.78276
,,,,,,,,,,,,0.39,0.77955
,,,,,,,,,,,,0.39098,0.77515
,,,,,,,,,,,,0.39199,0.77201
,,,,,,,,,,,,0.39298,0.76871
,,,,,,,,,,,,0.39399,0.76492
,,,,,,,,,,,,0.39498,0.76137
,,,,,,,,,,,,0.39597,0.75848
,,,,,,,,,,,,0.39698,0.75535
,,,,,,,,,,,,0.39801,0.75045
,,,,,,,,,,,,0.39899,0.74702
,,,,,,,,,,,,0.39997,0.74393
,,,,,,,,,,,,0.40098,0.73946
,,,,,,,,,,,,0.40197,0.73566
,,,,,,,,,,,,0.40297,0.7328
,,,,,,,,,,,,0.40398,0.72935
,,,,,,,,,,,,0.405,0.72507
,,,,,,,,,,,,0.40599,0.7224
,,,,,,,,,,,,0.40699,0.72012
,,,,,,,,,,,,0.40797,0.71598
,,,,,,,,,,,,0.40898,0.71278
,,,,,,,,,,,,0.40998,0.70991
,,,,,,,,,,,,0.41099,0.70666
,,,,,,,,,,,,0.41198,0.70305
,,,,,,,,,,,,0.41298,0.70024
,,,,,,,,,,,,0.414,0.69697
,,,,,,,,,,,,0.415,0.69259
,,,,,,,,,,,,0.41598,0.68968
,,,,,,,,,,,,0.41699,0.68717
,,,,,,,,,,,,0.41801,0.68385
,,,,,,,,,,,,0.419,0.68054
,,,,,,,,,,,,0.41998,0.6776
,,,,,,,,,,,,0.42099,0.67504
,,,,,,,,,,,,0.42199,0.6716
,,,,,,,,,,,,0.42299,0.66956
,,,,,,,,,,,,0.42401,0.6669
,,,,,,,,,,,,0.425,0.66335
,,,,,,,,,,,,0.426,0.66033
,,,,,,,,,,,,0.42699,0.65766
,,,,,,,,,,,,0.428,0.6549
,,,,,,,,,,,,0.429,0.6511
,,,,,,,,,,,,0.42999,0.6485
,,,,,,,,,,,,0.431,0.6461
,,,,,,,,,,,,0.43199,0.64312
,,,,,,,,,,,,0.433,0.64105
,,,,,,,,,,,,0.43399,0.63815
,,,,,,,,,,,,0.43499,0.6351
,,,,,,,,,,,,0.43601,0.63253
,,,,,,,,,,,,0.43699,0.6306
,,,,,,,,,,,,0.43801,0.62781
,,,,,,,,,,,,0.43901,0.62478
,,,,,,,,,,,,0.44,0.62206
,,,,,,,,,,,,0.44101,0.61969
,,,,,,,,,,,,0.44201,0.61665
,,,,,,,,,,,,0.443,0.61412
,,,,,,,,,,,,0.444,0.61195
,,,,,,,,,,,,0.44501,0.60887
,,,,,,,,,,,,0.44601,0.60618
,,,,,,,,,,,,0.44701,0.60415
,,,,,,,,,,,,0.448,0.60271
,,,,,,,,,,,,0.44901,0.59946
,,,,,,,,,,,,0.44999,0.59703
,,,,,,,,,,,,0.45098,0.5952
,,,,,,,,,,,,0.45201,0.59228
,,,,,,,,,,,,0.453,0.58995
,,,,,,,,,,,,0.45399,0.58733
,,,,,,,,,,,,0.45496,0.58535
,,,,,,,,,,,,0.45599,0.58241
,,,,,,,,,,,,0.45699,0.58076
,,,,,,,,,,,,0.45799,0.57859
,,,,,,,,,,,,0.45899,0.57582
,,,,,,,,,,,,0.45999,0.57396
,,,,,,,,,,,,0.46098,0.57161
,,,,,,,,,,,,0.46197,0.5702
,,,,,,,,,,,,0.46296,0.56755
,,,,,,,,,,,,0.46399,0.56548
,,,,,,,,,,,,0.465,0.564
,,,,,,,,,,,,0.46598,0.56123
,,,,,,,,,,,,0.46697,0.55916
,,,,,,,,,,,,0.46798,0.55759
,,,,,,,,,,,,0.46898,0.55506
,,,,,,,,,,,,0.46998,0.55237
,,,,,,,,,,,,0.47097,0.55078
,,,,,,,,,,,,0.47199,0.54895
,,,,,,,,,,,,0.47299,0.54642
,,,,,,,,,,,,0.47399,0.54496
,,,,,,,,,,,,0.47499,0.54303
,,,,,,,,,,,,0.47597,0.54182
,,,,,,,,,,,,0.47698,0.5395
,,,,,,,,,,,,0.47798,0.53754
,,,,,,,,,,,,0.47899,0.53555
,,,,,,,,,,,,0.48,0.53262
,,,,,,,,,,,,0.48098,0.53103
,,,,,,,,,,,,0.48201,0.52972
,,,,,,,,,,,,0.48299,0.52742
,,,,,,,,,,,,0.48399,0.52619
,,,,,,,,,,,,0.48499,0.52431
,,,,,,,,,,,,0.48599,0.52304
,,,,,,,,,,,,0.48698,0.52023
,,,,,,,,,,,,0.48798,0.51909
,,,,,,,,,,,,0.48898,0.51719
,,,,,,,,,,,,0.48996,0.51521
,,,,,,,,,,,,0.49097,0.514
,,,,,,,,,,,,0.49199,0.51273
,,,,,,,,,,,,0.49298,0.51043
,,,,,,,,,,,,0.49396,0.50804
,,,,,,,,,,,,0.49499,0.50685
,,,,,,,,,,,,0.49598,0.50484
,,,,,,,,,,,,0.49697,0.50322
,,,,,,,,,,,,0.49798,0.5017
,,,,,,,,,,,,0.49896,0.50086
,,,,,,,,,,,,0.49999,0.49888
,,,,,,,,,,,,0.50099,0.4972
,,,,,,,,,,,,0.50199,0.49542
,,,,,,,,,,,,0.50298,0.49418
,,,,,,,,,,,,0.50399,0.49174
,,,,,,,,,,,,0.50497,0.49086
,,,,,,,,,,,,0.50597,0.4894
,,,,,,,,,,,,0.507,0.48772
,,,,,,,,,,,,0.50797,0.48594
,,,,,,,,,,,,0.50897,0.48473
,,,,,,,,,,,,0.50997,0.48267
,,,,,,,,,,,,0.51098,0.48122
,,,,,,,,,,,,0.51199,0.47978
,,,,,,,,,,,,0.51299,0.47881
,,,,,,,,,,,,0.51399,0.47694
,,,,,,,,,,,,0.51499,0.47576
,,,,,,,,,,,,0.51599,0.4745
,,,,,,,,,,,,0.51698,0.47228
,,,,,,,,,,,,0.51799,0.47117
,,,,,,,,,,,,0.51899,0.46952
,,,,,,,,,,,,0.51998,0.46851
,,,,,,,,,,,,0.52099,0.46629
,,,,,,,,,,,,0.522,0.46551
,,,,,,,,,,,,0.52299,0.46437
,,,,,,,,,,,,0.524,0.46247
,,,,,,,,,,,,0.525,0.46141
,,,,,,,,,,,,0.52598,0.45964
,,,,,,,,,,,,0.527,0.45853
,,,,,,,,,,,,0.52799,0.45669
,,,,,,,,,,,,0.52898,0.45589
,,,,,,,,,,,,0.52999,0.45436
,,,,,,,,,,,,0.53098,0.45273
,,,,,,,,,,,,0.532,0.4518
,,,,,,,,,,,,0.53299,0.45028
,,,,,,,,,,,,0.534,0.44893
,,,,,,,,,,,,0.535,0.44694
,,,,,,,,,,,,0.53597,0.44619
,,,,,,,,,,,,0.53697,0.44488
,,,,,,,,,,,,0.53798,0.44323
,,,,,,,,,,,,0.53898,0.4422
,,,,,,,,,,,,0.54,0.44066
,,,,,,,,,,,,0.54097,0.43944
,,,,,,,,,,,,0.54199,0.43763
,,,,,,,,,,,,0.54298,0.4369
,,,,,,,,,,,,0.544,0.43568
,,,,,,,,,,,,0.54499,0.43405
,,,,,,,,,,,,0.54599,0.43313
,,,,,,,,,,,,0.54698,0.43177
,,,,,,,,,,,,0.54799,0.43023
,,,,,,,,,,,,0.549,0.42873
,,,,,,,,,,,,0.55,0.42767
,,,,,,,,,,,,0.55099,0.42664
,,,,,,,,,,,,0.55199,0.42475
,,,,,,,,,,,,0.55299,0.42413
,,,,,,,,,,,,0.55398,0.42321
,,,,,,,,,,,,0.55499,0.42119
,,,,,,,,,,,,0.55598,0.42048
,,,,,,,,,,,,0.55698,0.41911
,,,,,,,,,,,,0.55799,0.41789
,,,,,,,,,,,,0.55898,0.4166
,,,,,,,,,,,,0.55997,0.41507
,,,,,,,,,,,,0.56099,0.41449
,,,,,,,,,,,,0.56197,0.41267
,,,,,,,,,,,,0.56297,0.41176
,,,,,,,,,,,,0.56398,0.41078
,,,,,,,,,,,,0.56496,0.4093
,,,,,,,,,,,,0.56596,0.40819
,,,,,,,,,,,,0.56699,0.40719
,,,,,,,,,,,,0.56798,0.40593
,,,,,,,,,,,,0.56899,0.40479
,,,,,,,,,,,,0.56999,0.40376
,,,,,,,,,,,,0.571,0.40231
,,,,,,,,,,,,0.57199,0.40148
,,,,,,,,,,,,0.57298,0.40033
,,,,,,,,,,,,0.574,0.3989
,,,,,,,,,,,,0.57498,0.39837
,,,,,,,,,,,,0.57599,0.39684
,,,,,,,,,,,,0.57699,0.39598
,,,,,,,,,,,,0.57798,0.39515
,,,,,,,,,,,,0.57899,0.39365
,,,,,,,,,,,,0.57999,0.39269
,,,,,,,,,,,,0.58096,0.3918
,,,,,,,,,,,,0.58198,0.39096
,,,,,,,,,,,,0.58299,0.38931
,,,,,,,,,,,,0.58398,0.38877
,,,,,,,,,,,,0.58497,0.38794
,,,,,,,,,,,,0.58598,0.38631
,,,,,,,,,,,,0.587,0.38575
,,,,,,,,,,,,0.58797,0.3848
,,,,,,,,,,,,0.58898,0.38352
,,,,,,,,,,,,0.58998,0.38252
,,,,,,,,,,,,0.59099,0.38178
,,,,,,,,,,,,0.59198,0.3807
,,,,,,,,,,,,0.59298,0.37961
,,,,,,,,,,,,0.59401,0.37896
,,,,,,,,,,,,0.59498,0.37808
,,,,,,,,,,,,0.59599,0.37656
,,,,,,,,,,,,0.597,0.37595
,,,,,,,,,,,,0.598,0.37512
,,,,,,,,,,,,0.599,0.37384
,,,,,,,,,,,,0.6,0.37287
,,,,,,,,,,,,0.601,0.37219
,,,,,,,,,,,,0.602,0.37146
,,,,,,,,,,,,0.60299,0.36997
,,,,,,,,,,,,0.60401,0.36937
,,,,,,,,,,,,0.60501,0.36862
,,,,,,,,,,,,0.606,0.36737
,,,,,,,,,,,,0.60701,0.36656
,,,,,,,,,,,,0.608,0.36587
,,,,,,,,,,,,0.609,0.36488
,,,,,,,,,,,,0.61,0.36372
,,,,,,,,,,,,0.611,0.36317
,,,,,,,,,,,,0.612,0.36239
,,,,,,,,,,,,0.61299,0.36083
,,,,,,,,,,,,0.61399,0.36037
,,,,,,,,,,,,0.61499,0.35966
,,,,,,,,,,,,0.616,0.35885
,,,,,,,,,,,,0.61699,0.35746
,,,,,,,,,,,,0.61801,0.35712
,,,,,,,,,,,,0.61898,0.35621
,,,,,,,,,,,,0.61999,0.35486
,,,,,,,,,,,,0.62098,0.35432
,,,,,,,,,,,,0.62198,0.35372
,,,,,,,,,,,,0.62301,0.35263
,,,,,,,,,,,,0.62401,0.35133
,,,,,,,,,,,,0.62498,0.35103
,,,,,,,,,,,,0.626,0.35029
,,,,,,,,,,,,0.62701,0.34917
,,,,,,,,,,,,0.62799,0.34811
,,,,,,,,,,,,0.62898,0.34783
,,,,,,,,,,,,0.62998,0.34685
,,,,,,,,,,,,0.631,0.346
,,,,,,,,,,,,0.63201,0.34502
,,,,,,,,,,,,0.63301,0.34447
,,,,,,,,,,,,0.63401,0.34349
,,,,,,,,,,,,0.635,0.34281
,,,,,,,,,,,,0.636,0.34174
,,,,,,,,,,,,0.63699,0.34093
,,,,,,,,,,,,0.63799,0.34028
,,,,,,,,,,,,0.63899,0.33965
,,,,,,,,,,,,0.64,0.33856
,,,,,,,,,,,,0.64099,0.33798
,,,,,,,,,,,,0.642,0.33729
,,,,,,,,,,,,0.643,0.33661
,,,,,,,,,,,,0.644,0.33526
,,,,,,,,,,,,0.64501,0.33495
,,,,,,,,,,,,0.646,0.33426
,,,,,,,,,,,,0.64701,0.33328
,,,,,,,,,,,,0.648,0.33238
,,,,,,,,,,,,0.64901,0.33185
,,,,,,,,,,,,0.65002,0.33121
,,,,,,,,,,,,0.65101,0.33018
,,,,,,,,,,,,0.65201,0.32952
,,,,,,,,,,,,0.65302,0.32857
,,,,,,,,,,,,0.65402,0.32801
,,,,,,,,,,,,0.65502,0.32741
,,,,,,,,,,,,0.656,0.3268
,,,,,,,,,,,,0.65704,0.32583
,,,,,,,,,,,,0.65803,0.32522
,,,,,,,,,,,,0.65903,0.32466
,,,,,,,,,,,,0.66002,0.32396
,,,,,,,,,,,,0.66101,0.32262
,,,,,,,,,,,,0.66201,0.32232
,,,,,,,,,,,,0.66303,0.32179
,,,,,,,,,,,,0.66402,0.32095
,,,,,,,,,,,,0.665,0.32014
,,,,,,,,,,,,0.66601,0.31929
,,,,,,,,,,,,0.66699,0.319
,,,,,,,,,,,,0.668,0.31808
,,,,,,,,,,,,0.66901,0.3175
,,,,,,,,,,,,0.67,0.31698
,,,,,,,,,,,,0.67099,0.31576
,,,,,,,,,,,,0.67201,0.31543
,,,,,,,,,,,,0.67301,0.31486
,,,,,,,,,,,,0.67399,0.31412
,,,,,,,,,,,,0.675,0.31317
,,,,,,,,,,,,0.67599,0.31251
,,,,,,,,,,,,0.67698,0.31216
,,,,,,,,,,,,0.67799,0.31124
,,,,,,,,,,,,0.67899,0.31075
,,,,,,,,,,,,0.67999,0.31013
,,,,,,,,,,,,0.681,0.30893
,,,,,,,,,,,,0.68201,0.30862
,,,,,,,,,,,,0.68298,0.30806
,,,,,,,,,,,,0.68401,0.30749
,,,,,,,,,,,,0.68502,0.30617
,,,,,,,,,,,,0.686,0.30607
,,,,,,,,,,,,0.687,0.3055
,,,,,,,,,,,,0.68801,0.30455
,,,,,,,,,,,,0.689,0.30396
,,,,,,,,,,,,0.69001,0.30312
,,,,,,,,,,,,0.69102,0.3027
,,,,,,,,,,,,0.69199,0.30193
,,,,,,,,,,,,0.69301,0.30142
,,,,,,,,,,,,0.694,0.30086
,,,,,,,,,,,,0.695,0.29965
,,,,,,,,,,,,0.69602,0.2995
,,,,,,,,,,,,0.69699,0.29901
,,,,,,,,,,,,0.69802,0.29824
,,,,,,,,,,,,0.699,0.29761
,,,,,,,,,,,,0.70003,0.29674
,,,,,,,,,,,,0.701,0.29639
,,,,,,,,,,,,0.70199,0.2956
,,,,,,,,,,,,0.703,0.2951
,,,,,,,,,,,,0.704,0.29454
,,,,,,,,,,,,0.70501,0.29332
,,,,,,,,,,,,0.70601,0.29317
,,,,,,,,,,,,0.70701,0.29271
,,,,,,,,,,,,0.708,0.29203
,,,,,,,,,,,,0.70899,0.29144
,,,,,,,,,,,,0.71001,0.29107
,,,,,,,,,,,,0.71103,0.29007
,,,,,,,,,,,,0.712,0.28952
,,,,,,,,,,,,0.713,0.28909
,,,,,,,,,,,,0.71399,0.28856
,,,,,,,,,,,,0.71502,0.28782
,,,,,,,,,,,,0.716,0.28696
,,,,,,,,,,,,0.71701,0.28675
,,,,,,,,,,,,0.71802,0.28596
,,,,,,,,,,,,0.71901,0.28548
,,,,,,,,,,,,0.72001,0.28509
,,,,,,,,,,,,0.72101,0.28423
,,,,,,,,,,,,0.72199,0.28348
,,,,,,,,,,,,0.723,0.28322
,,,,,,,,,,,,0.72401,0.28265
,,,,,,,,,,,,0.72501,0.2819
,,,,,,,,,,,,0.72599,0.2815
,,,,,,,,,,,,0.72698,0.28077
,,,,,,,,,,,,0.728,0.28019
,,,,,,,,,,,,0.729,0.27977
,,,,,,,,,,,,0.72999,0.27932
,,,,,,,,,,,,0.731,0.27858
,,,,,,,,,,,,0.732,0.27788
,,,,,,,,,,,,0.733,0.27715
,,,,,,,,,,,,0.73401,0.27693
,,,,,,,,,,,,0.735,0.27618
,,,,,,,,,,,,0.73599,0.27578
,,,,,,,,,,,,0.73698,0.2754
,,,,,,,,,,,,0.73798,0.27442
,,,,,,,,,,,,0.73898,0.27423
,,,,,,,,,,,,0.73999,0.27369
,,,,,,,,,,,,0.741,0.27303
,,,,,,,,,,,,0.74199,0.27214
,,,,,,,,,,,,0.74299,0.27201
,,,,,,,,,,,,0.74399,0.27142
,,,,,,,,,,,,0.745,0.27073
,,,,,,,,,,,,0.74601,0.27031
,,,,,,,,,,,,0.747,0.26989
,,,,,,,,,,,,0.74801,0.26877
,,,,,,,,,,,,0.749,0.26868
,,,,,,,,,,,,0.74999,0.26829
,,,,,,,,,,,,0.75098,0.26762
,,,,,,,,,,,,0.75198,0.26713
,,,,,,,,,,,,0.75298,0.26673
,,,,,,,,,,,,0.75399,0.26579
,,,,,,,,,,,,0.755,0.26529
,,,,,,,,,,,,0.75599,0.26492
,,,,,,,,,,,,0.757,0.26458
,,,,,,,,,,,,0.758,0.26392
,,,,,,,,,,,,0.75899,0.26346
,,,,,,,,,,,,0.75999,0.26275
,,,,,,,,,,,,0.761,0.26259
,,,,,,,,,,,,0.762,0.26189
,,,,,,,,,,,,0.76298,0.26144
,,,,,,,,,,,,0.76401,0.26103
,,,,,,,,,,,,0.76501,0.26032
,,,,,,,,,,,,0.76602,0.25953
,,,,,,,,,,,,0.76701,0.25947
,,,,,,,,,,,,0.768,0.25887
,,,,,,,,,,,,0.76899,0.25832
,,,,,,,,,,,,0.77,0.25793
,,,,,,,,,,,,0.77099,0.25759
,,,,,,,,,,,,0.772,0.25684
,,,,,,,,,,,,0.77301,0.25609
,,,,,,,,,,,,0.77401,0.25607
,,,,,,,,,,,,0.77501,0.25555
,,,,,,,,,,,,0.776,0.25508
,,,,,,,,,,,,0.777,0.25463
,,,,,,,,,,,,0.77799,0.25414
,,,,,,,,,,,,0.77899,0.25351
,,,,,,,,,,,,0.77999,0.25279
,,,,,,,,,,,,0.78098,0.25278
,,,,,,,,,,,,0.78197,0.25207
,,,,,,,,,,,,0.78296,0.25159
,,,,,,,,,,,,0.78398,0.25126
,,,,,,,,,,,,0.78497,0.25081
,,,,,,,,,,,,0.78599,0.24999
,,,,,,,,,,,,0.78701,0.24973
,,,,,,,,,,,,0.78798,0.24948
,,,,,,,,,,,,0.78899,0.24888
,,,,,,,,,,,,0.79001,0.24851
,,,,,,,,,,,,0.79099,0.24808
,,,,,,,,,,,,0.79198,0.24759
,,,,,,,,,,,,0.79297,0.2466
,,,,,,,,,,,,0.79399,0.24652
,,,,,,,,,,,,0.79499,0.24612
,,,,,,,,,,,,0.79597,0.24552
,,,,,,,,,,,,0.79698,0.24517
,,,,,,,,,,,,0.79799,0.2448
,,,,,,,,,,,,0.79899,0.24426
,,,,,,,,,,,,0.79998,0.24341
,,,,,,,,,,,,0.801,0.24334
,,,,,,,,,,,,0.80199,0.24311
,,,,,,,,,,,,0.80298,0.24245
,,,,,,,,,,,,0.80401,0.24205
,,,,,,,,,,,,0.80499,0.24158
,,,,,,,,,,,,0.80602,0.2411
,,,,,,,,,,,,0.80699,0.24065
,,,,,,,,,,,,0.80797,0.23976
,,,,,,,,,,,,0.80877,0.24003
,,,,,,,,,,,,0.8091,0.23993
,,,,,,,,,,,,0.80913,0.23979
,,,,,,,,,,,,0.80859,0.23582
,,,,,,,,,,,,0.80761,0.23535
,,,,,,,,,,,,0.80661,0.2347
,,,,,,,,,,,,0.80561,0.23443
,,,,,,,,,,,,0.8046,0.2339
,,,,,,,,,,,,0.80361,0.23325
,,,,,,,,,,,,0.80259,0.23302
,,,,,,,,,,,,0.80161,0.23246
,,,,,,,,,,,,0.80059,0.23207
,,,,,,,,,,,,0.79958,0.23161
,,,,,,,,,,,,0.79861,0.23112
,,,,,,,,,,,,0.79758,0.23065
,,,,,,,,,,,,0.7966,0.23015
,,,,,,,,,,,,0.79558,0.22978
,,,,,,,,,,,,0.79459,0.22922
,,,,,,,,,,,,0.79361,0.2289
,,,,,,,,,,,,0.7926,0.22838
,,,,,,,,,,,,0.79158,0.22802
,,,,,,,,,,,,0.79059,0.22769
,,,,,,,,,,,,0.78958,0.22733
,,,,,,,,,,,,0.78858,0.22674
,,,,,,,,,,,,0.78758,0.22625
,,,,,,,,,,,,0.7866,0.22592
,,,,,,,,,,,,0.78559,0.22551
,,,,,,,,,,,,0.78458,0.22486
,,,,,,,,,,,,0.78358,0.22458
,,,,,,,,,,,,0.7826,0.22424
,,,,,,,,,,,,0.78158,0.2237
,,,,,,,,,,,,0.78059,0.22331
,,,,,,,,,,,,0.77959,0.22296
,,,,,,,,,,,,0.77861,0.2226
,,,,,,,,,,,,0.77762,0.2219
,,,,,,,,,,,,0.77661,0.2217
,,,,,,,,,,,,0.77561,0.22133
,,,,,,,,,,,,0.77459,0.22069
,,,,,,,,,,,,0.77362,0.22036
,,,,,,,,,,,,0.7726,0.22002
,,,,,,,,,,,,0.77162,0.21961
,,,,,,,,,,,,0.77058,0.21898
,,,,,,,,,,,,0.7696,0.21883
,,,,,,,,,,,,0.76862,0.21857
,,,,,,,,,,,,0.76761,0.21798
,,,,,,,,,,,,0.76663,0.21738
,,,,,,,,,,,,0.76559,0.21717
,,,,,,,,,,,,0.7646,0.21683
,,,,,,,,,,,,0.7636,0.21633
,,,,,,,,,,,,0.76259,0.21586
,,,,,,,,,,,,0.7616,0.21575
,,,,,,,,,,,,0.76058,0.21515
,,,,,,,,,,,,0.75961,0.21482
,,,,,,,,,,,,0.75859,0.2143
,,,,,,,,,,,,0.7576,0.21409
,,,,,,,,,,,,0.7566,0.21354
,,,,,,,,,,,,0.75557,0.21316
,,,,,,,,,,,,0.75459,0.21274
,,,,,,,,,,,,0.7536,0.21233
,,,,,,,,,,,,0.75259,0.21204
,,,,,,,,,,,,0.75161,0.2117
,,,,,,,,,,,,0.75059,0.21098
,,,,,,,,,,,,0.74959,0.21077
,,,,,,,,,,,,0.7486,0.21046
,,,,,,,,,,,,0.7476,0.21016
,,,,,,,,,,,,0.74658,0.20945
,,,,,,,,,,,,0.74561,0.20927
,,,,,,,,,,,,0.7446,0.20898
,,,,,,,,,,,,0.74359,0.2084
,,,,,,,,,,,,0.74258,0.20801
,,,,,,,,,,,,0.7416,0.20774
,,,,,,,,,,,,0.7406,0.20738
,,,,,,,,,,,,0.73959,0.20687
,,,,,,,,,,,,0.73859,0.20648
,,,,,,,,,,,,0.7376,0.20628
,,,,,,,,,,,,0.7366,0.20575
,,,,,,,,,,,,0.73559,0.20546
,,,,,,,,,,,,0.73458,0.20501
,,,,,,,,,,,,0.7336,0.20475
,,,,,,,,,,,,0.73258,0.20432
,,,,,,,,,,,,0.73159,0.20404
,,,,,,,,,,,,0.7306,0.20356
,,,,,,,,,,,,0.72959,0.20316
,,,,,,,,,,,,0.72859,0.20298
,,,,,,,,,,,,0.72761,0.20271
,,,,,,,,,,,,0.7266,0.20202
,,,,,,,,,,,,0.72562,0.2019
,,,,,,,,,,,,0.7246,0.20164
,,,,,,,,,,,,0.7236,0.20124
,,,,,,,,,,,,0.72262,0.20079
,,,,,,,,,,,,0.72161,0.20037
,,,,,,,,,,,,0.72061,0.20021
,,,,,,,,,,,,0.7196,0.19972
,,,,,,,,,,,,0.7186,0.19947
,,,,,,,,,,,,0.71761,0.19922
,,,,,,,,,,,,0.71658,0.19859
,,,,,,,,,,,,0.71559,0.19842
,,,,,,,,,,,,0.7146,0.19815
,,,,,,,,,,,,0.71358,0.19777
,,,,,,,,,,,,0.71261,0.19716
,,,,,,,,,,,,0.71159,0.19708
,,,,,,,,,,,,0.71061,0.19682
,,,,,,,,,,,,0.70961,0.19637
,,,,,,,,,,,,0.70859,0.19611
,,,,,,,,,,,,0.70759,0.19563
,,,,,,,,,,,,0.70661,0.1954
,,,,,,,,,,,,0.70559,0.19509
,,,,,,,,,,,,0.70462,0.19479
,,,,,,,,,,,,0.70361,0.19422
,,,,,,,,,,,,0.7026,0.19399
,,,,,,,,,,,,0.70163,0.19378
,,,,,,,,,,,,0.70062,0.19346
,,,,,,,,,,,,0.6996,0.19294
,,,,,,,,,,,,0.69861,0.19248
,,,,,,,,,,,,0.69763,0.19243
,,,,,,,,,,,,0.69661,0.19205
,,,,,,,,,,,,0.69561,0.19161
,,,,,,,,,,,,0.69461,0.19123
,,,,,,,,,,,,0.69359,0.19102
,,,,,,,,,,,,0.69262,0.19065
,,,,,,,,,,,,0.69162,0.19046
,,,,,,,,,,,,0.6906,0.19013
,,,,,,,,,,,,0.6896,0.1895
,,,,,,,,,,,,0.68859,0.18932
,,,,,,,,,,,,0.68759,0.18908
,,,,,,,,,,,,0.68661,0.18877
,,,,,,,,,,,,0.6856,0.1883
,,,,,,,,,,,,0.68458,0.18789
,,,,,,,,,,,,0.68361,0.18781
,,,,,,,,,,,,0.68261,0.18742
,,,,,,,,,,,,0.68161,0.18713
,,,,,,,,,,,,0.6806,0.18685
,,,,,,,,,,,,0.6796,0.18632
,,,,,,,,,,,,0.67861,0.18611
,,,,,,,,,,,,0.6776,0.18587
,,,,,,,,,,,,0.67661,0.18562
,,,,,,,,,,,,0.67561,0.18511
,,,,,,,,,,,,0.67461,0.18484
,,,,,,,,,,,,0.67362,0.18464
,,,,,,,,,,,,0.67261,0.18421
,,,,,,,,,,,,0.67161,0.18386
,,,,,,,,,,,,0.67062,0.18343
,,,,,,,,,,,,0.66959,0.18333
,,,,,,,,,,,,0.66862,0.18291
,,,,,,,,,,,,0.66762,0.18269
,,,,,,,,,,,,0.66661,0.18244
,,,,,,,,,,,,0.66559,0.18182
,,,,,,,,,,,,0.66461,0.18177
,,,,,,,,,,,,0.6636,0.18149
,,,,,,,,,,,,0.66262,0.1812
,,,,,,,,,,,,0.66161,0.18079
,,,,,,,,,,,,0.6606,0.18059
,,,,,,,,,,,,0.65962,0.18019
,,,,,,,,,,,,0.65859,0.17988
,,,,,,,,,,,,0.65761,0.17964
,,,,,,,,,,,,0.6566,0.17939
,,,,,,,,,,,,0.65561,0.17896
,,,,,,,,,,,,0.6546,0.17865
,,,,,,,,,,,,0.65359,0.17848
,,,,,,,,,,,,0.65261,0.17818
,,,,,,,,,,,,0.6516,0.17785
,,,,,,,,,,,,0.65062,0.17765
,,,,,,,,,,,,0.64962,0.17742
,,,,,,,,,,,,0.6486,0.17684
,,,,,,,,,,,,0.6476,0.17669
,,,,,,,,,,,,0.64659,0.17645
,,,,,,,,,,,,0.64557,0.17608
,,,,,,,,,,,,0.64459,0.17558
,,,,,,,,,,,,0.64359,0.17548
,,,,,,,,,,,,0.6426,0.17528
,,,,,,,,,,,,0.6416,0.17484
,,,,,,,,,,,,0.64058,0.17459
,,,,,,,,,,,,0.6396,0.17437
,,,,,,,,,,,,0.63858,0.17381
,,,,,,,,,,,,0.63757,0.17372
,,,,,,,,,,,,0.63659,0.1735
,,,,,,,,,,,,0.63559,0.1732
,,,,,,,,,,,,0.6346,0.17288
,,,,,,,,,,,,0.6336,0.17256
,,,,,,,,,,,,0.63261,0.17242
,,,,,,,,,,,,0.6316,0.17202
,,,,,,,,,,,,0.63059,0.17177
,,,,,,,,,,,,0.62962,0.17154
,,,,,,,,,,,,0.62861,0.1711
,,,,,,,,,,,,0.6276,0.17088
,,,,,,,,,,,,0.62661,0.17069
