Index,Voltage,Concentration
2,-1.1010206824364146,7.062257636472239e-08
2,-1.091665605150027,7.489720904859614e-08
2,-1.0823105278636396,7.943057605685436e-08
2,-1.0729559811886717,8.522008752600234e-08
2,-1.0636020977779785,9.276549624879935e-08
2,-1.0542494082429794,1.0364620070496854e-07
2,-1.0448989738065135,1.2164859368623185e-07
2,-1.0355506618157262,1.4955107613124013e-07
2,-1.0262014212549546,1.801630256107105e-07
2,-1.0168509868184887,2.114556882040037e-07
2,-1.0075010829934425,2.51076036306981e-07
2,-0.9981510465155414,2.972576971762164e-07
2,-0.9888018059547699,3.5810405043385746e-07
2,-0.9794521674354335,4.2767239420526125e-07
2,-0.9701034574860814,5.212181473051452e-07
2,-0.9607551454952941,6.407697160040267e-07
2,-0.9514067008516518,7.854641742689016e-07
2,-0.9420579909022998,9.572705351903356e-07
2,-0.9327100768700771,1.1871108677034576e-06
2,-0.9233630914078388,1.502291450821692e-06
2,-0.91401690186273,1.934485103513434e-06
2,-0.9046711102761859,2.5127583412523276e-06
2,-0.8953255839953516,3.2828583943083073e-06
2,-0.8859805883259367,4.338961159300613e-06
2,-0.8766354600036671,5.71822616777009e-06
2,-0.8672903316813975,7.535930676789205e-06
2,-0.8579445400948533,9.788637107005666e-06
2,-0.8485984832025992,1.2641292163047856e-05
2,-0.8392513650875062,1.59513093362831e-05
2,-0.8299029204438639,1.955333047645558e-05
2,-0.8205535472302373,2.3487609519489308e-05
2,-0.8112027148352068,2.7328662937072628e-05
2,-0.8018506885644822,3.0979580433326615e-05
2,-0.7924969378066438,3.382034818839107e-05
2,-0.7831426564373858,3.6496265824547776e-05
2,-0.7737870485395788,3.8259414784203445e-05
2,-0.7644305120717874,3.930265496938382e-05
2,-0.7550727817283018,3.933535157382223e-05
2,-0.7457150513848163,3.9368075379169825e-05
2,-0.7363573210413308,3.9400826408055204e-05
2,-0.7269991927392805,3.909240044508091e-05
2,-0.7176396052558265,3.756996885674333e-05
2,-0.7082806810366468,3.663359702836298e-05
2,-0.6989209609003377,3.510508375677721e-05
2,-0.6895613734168835,3.3737935978332876e-05
2,-0.6802016532805745,3.2330242301436616e-05
2,-0.6708418004914105,3.0891668280542876e-05
2,-0.6614815497436818,2.9261704908484702e-05
2,-0.6521219622602276,2.8122124238735886e-05
2,-0.6427619768182088,2.679307003061976e-05
2,-0.6334019913761899,2.552682704803976e-05
2,-0.6240417406284612,2.417993335763388e-05
2,-0.6146820204921521,2.3171041191937254e-05
2,-0.6053221677029882,2.214001712521378e-05
2,-0.5959619169552595,2.097182456781907e-05
2,-0.5866019315132406,1.9980694187442418e-05
2,-0.5772418134183669,1.8981340633774188e-05
2,-0.5227842348532352,1.4484839438166675e-05
2,-0.5134239841055065,1.3720563533092641e-05
2,-0.5057662190480222,1.330480894932589e-05
2,-0.4989572617082524,1447.1899205519894
3,-1.1395475816975726,1.4913999964015604e-05
3,-1.130193963592589,1.6328817193648813e-05
3,-1.120841141404735,1.8191294107429026e-05
3,-1.111488186564026,2.0207585137458053e-05
